"CLASS","SUBCLASS","MANUF"
"SMT","HAND","GOOGLE"
"SMT","HAND","Jacada"
"SMT","HAND","Kony"
"SMT","HAND","MICROSOFT"
"SMT","HAND","NOKIA"
"SMT","HAND","Tangoe"
"SMT","HAND","WindRiver"
"SMT","PPC","Frontier Si"
"SMT","PPC","Microsoft"
"Sof","App D","RequireJS"
"Sof","App D","Vaadin"
"Sof","Conte","Blackbaud"
"Sof","Conte","MovableType"
"Sof","Conte","Tumblr"
"Sof","Media","ThePlatform"
"Sof","Media","VideoJS"
"Sof","Media","Vidyard"
"Sof","Media","Vimeo"
"Sof","Mobil","Moovweb"
"Sof","Softw","Ingeniux Co"
"Sof","Softw","Jetpack"
"Sof","Softw","Microsoft"
"Sof","Softw","UserZoom"
"Sof","Softw","Visual Webs"
"Sof","Softw","Yottaa"
"Sof","Softw",NULL
"Sof","Web T","BugHerd"
"Sof","Web T","Disqus"
"Sof","Web T","eKomi - The"
"Sof","Web T","FormAssembl"
"Sof","Web T","Google"
"Sof","Web T","Homestead T"
"Sof","Web T","INTERCOM"
"Sof","Web T","Modernizr"
"Sof","Web T","ShareThis"
"Sof","Web T","Transifex"
"Sof","Web T","TypeForm"
"Sof","Web T","Usabilla"
"Sof","Web T","Vanilla For"
"Sof","Web T","Walkme"
"Sof","Web T","YAHOO"
"Sof","Web T",NULL
"SRV","CPSDP","DELL"
"SSE","SURVL","AXIS"
"SSE","SURVL","Dahua Techn"
"SSE","SURVL","D-LINK"
"SSE","SURVL","GEOVISION"
"SSE","SURVL","HONEYWELL"
"SSE","SURVL","OTHER"
"SSE","SURVL","SAMSUNG"
"SSE","SURVL","VIVOTEK"
"Sup","Manag","MercuryGate"
"Sup","Manag","Sparta Syst"
"TAB","TAB","Apple"
"UCS","UCSMN","Avaya"
"UCS","UCSMN","Cisco"
"UCS","UCSMN","Microsoft"
"UPS","UPS","APC"
"UPS","UPS","EATON"
"UPS","UPS","LIEBERT"
"UPS","UPS","OTHER"
"UPS","UPS","TOSHIBA"
"VCS","UCSVD","AXIS"
"Ver","Asset","Node.js"
"Ver","Asset","Nuance"
"Ver","Comme","Vizergy"
"Ver","Elect","ReverbNatio"
"Ver","Fundr","Google"
"Ver","Marke","Itron"
"Ver","Marke","Kaggle"
"Ver","Marke","Markit"
"Ver","Real","Emdeon  now"
"VIP","VIP","8x8"
"VIP","VIP","Aastra"
"VIP","VIP","Alcatel"
"VIP","VIP","AT&T"
"VIP","VIP","Avaya"
"VIP","VIP","Avotus"
"VIP","VIP","BroadSoft"
"VIP","VIP","Cisco"
"VIP","VIP","Comptel"
"VIP","VIP","Digium"
"VIP","VIP","IBM"
"VIP","VIP","InterCall"
"VIP","VIP","Microsoft"
"VIP","VIP","mir3"
"VIP","VIP","Mitel"
"VIP","VIP","MOTOROLA"
"VIP","VIP","Nortel"
"VIP","VIP","Ooma"
"VIP","VIP","pagerduty"
"VIP","VIP","Polycom"
"VIP","VIP","ReadyTalk"
"VIP","VIP","RingCentral"
"VIP","VIP","Siemens"
"VIP","VIP","Telesoft"
"VIP","VIP","Twilio"
"VIP","VIP","West Corp"
"VPN","VPN","CHECKPOINT"
"VPN","VPN","CISCO"
"VPN","VPN","Fortinet"
"VPN","VPN","JUNIPER"
"VPN","VPN","NORTEL"
"VPN","VPN","Pulse Secur"
"VPN","VPN","SONICWALL"
"WIS","CELL","AT&T"
"WIS","CELL","SASKTEL"
"WIS","CELL","TELUS"
NULL,NULL,"Apache-Soft"
NULL,NULL,"eNom"
NULL,NULL,NULL
